#    mneonic                                c0                  c1                  c2
#
#
#			PDU Analog array
#
DFQ111B1DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFV111B2DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFKA111B3DNI       ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW111B4DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW211B5DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW311B6DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW411B7DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFK111B8DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFV211B9DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFQ211B10DNI       ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DPPINTT1           ,-2.31500000e+01,   4.06901000e-02,   0.00000000e+00
DPPINTT2           ,-2.31500000e+01,   4.06901000e-02,   0.00000000e+00
DPPINTT3           ,-2.31500000e+01,   4.06901000e-02,   0.00000000e+00
DPRM7_2V           ,-9.54545000e+00,   4.66087000e-03,   0.00000000e+00
DPFLDAM6_2V        ,-8.33333000e+00,   4.06901000e-03,   0.00000000e+00
DFQ112B1DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFV112B2DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFKA112B3DNI       ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW112B4DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW212B5DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW312B6DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW412B7DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFK112B8DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFV212B9DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFQ212B10DNI       ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DPRP7_2V           ,-9.54545000e+00,   4.66087000e-03,   0.00000000e+00
DPFLDBM6_2V        ,-8.33333000e+00,   4.06901000e-03,   0.00000000e+00
DFQ121B1DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFV121B2DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFKA121B3DNI       ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW121B4DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW221B5DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW321B6DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW421B7DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFK121B8DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFV221B9DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFQ221B10DNI       ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DPFLEDP10V         ,-1.32500000e+01,   6.46973000e-03,   0.00000000e+00
DPPHSWCONVP9V      ,-1.20000000e+01,   5.85938000e-03,   0.00000000e+00
DFQ122B1DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFV122B2DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFKA122B3DNI       ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
DFW122B4DNI        ,-4.16667000e+01,   2.03451000e-02,   0.00000000e+00
